Business ID,Business,City,State,Zip,Phone,TOB,Dues,Plan,AB Status,Established,Joined,Dropped on,Why,Rating,Inq 1Year,Inq 3Year
90027311,MK's Stitch or Stick,Pauls Valley,OK,73075,(405) 238-4278,Embroidery,$394.00 ,,Not Accredited,9/1/2008,6/27/2012,10/3/2013,No Benefit/Value,A+,12,26
90052411,"MLLMOK, LLC",Edmond,OK,73013,(918) 230-7342,Landscape Contractors,$474.00 ,PP,Cancelled -Non-Payment,5/23/2016,5/25/2017,3/7/2018,"Cancelled, nonpayment of dues",NR,19,45
90059352,Mo's Painting & More,Yukon,OK,73099,(405) 650-1057,Painting Contractors,$474.00 ,PP,Resigned,10/13/2016,5/15/2018,9/7/2018,Out of Business,NR,83,83
90061978,Mobile Detail Solutions,Oklahoma City,OK,73159,(405) 464-8085,Auto Detailing,$474.00 ,PP,Cancelled -Non-Payment,1/11/2014,8/31/2018,12/4/2018,"Cancelled, nonpayment of dues",A+,20,21
7001704,Mobility Plus,Oklahoma City,OK,73107,(405) 942-2261,Health,$360.00 ,,Not Accredited,8/1/1984,2/4/2000,2/15/2002,"Cancelled, nonpayment of dues",NR,6,25
90007822,"Moco Electric Supply, INc.",Altus,OK,73521,(800) 289-6626,Wholesale Electric Supplies,$394.00 ,,Not Accredited,1/1/1978,12/17/2007,11/20/2008,"Cancelled, nonpayment of dues",A+,7,22
5003327,Model Stone,Oklahoma City,OK,73108,,Construction Services,$260.00 ,,Not Accredited,2/1/1952,6/18/1994,9/15/1995,No Benefit/Value,NR,31,62
90027962,"Modern Environment, LLC",Oklahoma City,OK,73106,(405) 317-9801,Landscape Contractors,$450.00 ,,Not Accredited,1/1/2005,5/5/2014,6/4/2015,"Cancelled, nonpayment of dues",A+,47,122
90028439,"Modern Eyes, Ltd.",Lawton,OK,73501,(580) 248-3107,Eyeglass Suppliers,$394.00 ,,Not Accredited,1/1/1986,9/25/2012,11/6/2013,No Benefit/Value,A+,15,38
90022371,Moe & Kay Trucking,Sayre,OK,73662,(580) 225-1142,Heavy Haul Trucking,$600.00 ,,Cancelled -Non-Payment,1/1/1997,4/5/2011,6/28/2016,"Cancelled, nonpayment of dues",NR,2,60
13002465,"MOG, LLC",Norman,OK,73069,(405) 360-6677,Oilfield Consultant,$393.11 ,,Not Accredited,6/1/1983,3/20/1998,3/15/2003,"Cancelled, nonpayment of dues",NR,19,74
90040610,Molitor Built,Moore,OK,73170,(405) 802-8302,Deck Builder,$474.00 ,PP,Cancelled -Non-Payment,12/1/2010,4/2/2015,5/5/2017,"Cancelled, nonpayment of dues",A+,12,33
90004168,Molly Maid,Bethany,OK,73008,(405) 384-3456,Butler Service,$474.00 ,PP,Resigned,8/19/2003,4/2/2015,12/6/2018,Out of Business,NR,29,95
90024825,Momentum Honda Northwest,Oklahoma City,OK,73162,(800) 489-1016,New Car Dealers,,,Not Accredited,1/1/2010,1/5/2012,6/6/2014,"Cancelled, nonpayment of dues",A+,4,7
90015073,"Momentum Property Management, LLC",Warr Acres,OK,73123,(405) 917-5515,Industrial Property Management,$525.00 ,,Not Accredited,1/1/2006,7/20/2009,6/15/2010,"Cancelled, nonpayment of dues",A+,11,100
6000205,Momentum Toyota Northwest,Oklahoma City,OK,73162,(405) 721-1911,New Car Dealers,,,Not Accredited,10/25/1998,10/25/1999,8/29/2018,Dropped Special Programs,A+,7,42
13002273,"Money Line Mortgage, Inc.",Oklahoma City,OK,73132,(405) 773-9700,Mortgage Broker,$360.00 ,,Not Accredited,1/1/1996,9/11/1997,12/31/1998,Out of Area,A+,18,39
10002018,"Monroe Roofing, Inc.",Oklahoma City,OK,73122,(405) 787-5700,Roofing Contractors,$608.00 ,,Not Accredited,6/1/1993,5/26/2004,12/28/2009,"Cancelled, nonpayment of dues",NR,1,2
90026462,"Monte Cristo Ironworks, LLC",Oklahoma City,OK,73127,(405) 787-0111,Iron Works,$469.00 ,,Not Accredited,1/1/2005,4/11/2012,2/7/2014,"Cancelled, nonpayment of dues",A+,38,76
9000748,Montgomery Ward & Company,Ardmore,OK,73401,(405) 840-6100,Discount Stores,$840.00 ,,Not Accredited,7/1/1930,7/29/1930,2/14/1994,No Benefit/Value,NR,187,463
7000221,MONY Financial Services,Oklahoma City,OK,73112,(405) 948-7888,Insurance Services Office,$220.75 ,,Not Accredited,1/1/1907,9/15/1987,1/12/1994,No Benefit/Value,NR,2,10
90020424,"Moonlight Heat & Air, LLC",Yukon,OK,73085,(405) 410-7655,Heating and Air Conditioning,$464.00 ,,Not Accredited,1/1/2004,10/21/2010,3/5/2013,"Cancelled, nonpayment of dues",A+,111,254
90005810,Moore Auto Sales,Moore,OK,73160,(405) 799-4400,Used Car Dealers,$450.00 ,,Resigned,2/1/2007,2/23/2009,1/9/2017,Out of Business,NR,0,89
90006160,Moore Benefits & Marketing Co.,Oklahoma City,OK,73112,(405) 843-6485,Health Insurance,$463.00 ,,Not Accredited,1/1/1985,8/10/2007,12/21/2009,"Cancelled, nonpayment of dues",A+,5,11
12002966,Moore Clean Cars Fast,Moore,OK,73160,(405) 794-4400,Car Wash,$450.00 ,,Cancelled -Non-Payment,3/20/2006,10/27/2015,12/10/2018,"Cancelled, nonpayment of dues",A+,26,113
90019587,"Moore Custom Buildings, Inc.",Moore,OK,73160,(405) 323-3652,Building Contractors,$450.00 ,,Not Accredited,1/1/2000,4/15/2014,5/21/2015,"Cancelled, nonpayment of dues",A+,25,53
90019218,Moore Family Laundry,Moore,OK,73160,(405) 237-3182,Laundry,$414.00 ,,Not Accredited,3/1/2008,6/30/2010,6/4/2012,"Cancelled, nonpayment of dues",NR,1,9
7001186,"Moore Home Advantage Health, Inc.",Moore,OK,73160,(405) 793-9911,Home Health Care,$200.00 ,,Not Accredited,7/1/1996,6/27/1997,10/1/1998,"Cancelled, nonpayment of dues",A+,2,6
90021322,"Moore Oil & Lube, LLC",Moore,OK,73160,(405) 793-1155,Auto Lube,$494.00 ,,Not Accredited,9/1/1998,9/24/2012,12/15/2013,"Cancelled, nonpayment of dues",A+,13,36
90020880,Moore Towing,El Reno,OK,73036,(405) 262-3204,Towing Company,$464.00 ,,Not Accredited,1/1/1976,1/25/2011,1/28/2013,"Cancelled, nonpayment of dues",NR,11,18
5004620,Moore's Insulation,Oklahoma City,OK,73128,(405) 495-1777,Roofing Contractors,$450.00 ,,Cancelled -Non-Payment,4/1/1975,9/26/1996,11/6/2018,"Cancelled, nonpayment of dues",A+,162,449
5006299,Moore-Norman Vo-Tech,Norman,OK,73069,(405) 364-5763,Business School,,,Not Accredited,1/1/1975,8/19/1994,8/19/1995,"Cancelled, nonpayment of dues",A+,4,31
90020437,More than Medecine,Weatherford,OK,73096,(580) 772-2781,Pharmacy,$444.00 ,,Not Accredited,9/1/1996,10/25/2010,11/8/2011,"Cancelled, nonpayment of dues",NR,3,8
90023779,"Morgan Healthcare Solutions, Inc.",Oklahoma City,OK,73112,(405) 425-1500,Medical Billing,$275.00 ,,Resigned,9/20/1991,6/26/2009,9/26/2018,No Benefit/Value,A+,21,81
90019467,Morning Calm Inc.,Oklahoma City,OK,73110,(405) 259-9155,Home Care,$414.00 ,,Not Accredited,1/1/2004,7/18/2010,9/6/2012,"Cancelled, nonpayment of dues",A+,5,23
12003307,Morris Appliance Service,Oklahoma City,OK,73122,(405) 495-5533,Major Appliance Parts,,,Not Accredited,,7/17/2007,7/17/2007,Other,NR,4,5
90050370,Morris Concrete,Mustang,OK,73064,(405) 613-6319,Concrete Contractors,$474.00 ,PP,Cancelled -Non-Payment,3/24/2014,11/23/2016,8/6/2018,"Cancelled, nonpayment of dues",A+,39,127
10001638,"Morrison Fence Company, Inc.",Oklahoma City,OK,73116,(405) 840-9029,Fence Contractors,$420.64 ,,Not Accredited,1/1/1984,3/21/2000,11/17/2005,"Cancelled, nonpayment of dues",NR,85,200
90027488,"Morrow Wood Products, Inc.",Norman,OK,73026,(405) 579-5200,Cabinet Manufacturers,$450.00 ,,Cancelled -Non-Payment,1/1/1982,7/11/2012,9/6/2016,"Cancelled, nonpayment of dues",A+,11,28
90031935,Morrow's Auto & Truck Service,Enid,OK,73703,(580) 233-6800,Auto Repair,$375.00 ,,Not Accredited,1/1/1994,7/7/2013,10/22/2014,"Cancelled, nonpayment of dues",A+,15,67
7001157,"Mortgage Makers, Inc.",Oklahoma City,OK,73159,(405) 692-2545,Mortgage Broker,$430.00 ,,Not Accredited,7/1/1995,2/1/2001,2/15/2002,"Cancelled, nonpayment of dues",NR,2,4
10001393,"Mortgage Resource Group, LLC",Oklahoma City,OK,73104,(405) 579-8900,Mortgage Broker,$342.00 ,,Not Accredited,1/1/1979,11/21/1997,2/6/2009,"Cancelled, nonpayment of dues",NR,16,38
90005378,Mosaic Fashions,Bethany,OK,73008,(405) 787-9665,Fashion Designers,$393.75 ,,Not Accredited,1/1/2001,6/7/2007,7/1/2008,"Cancelled, nonpayment of dues",A+,4,7
90050320,Mosquito Authority,Norman,OK,73072,(405) 217-3939,Mosquito Control,$474.00 ,PP,Non-Renewal Other Concerns,5/24/2015,11/1/2016,1/9/2019,Cancellation,A+,16,67
90028214,"Mother Earth Eco-Remediations, LLC",Ada,OK,74820,(785) 250-8706,Chemical Production,$450.00 ,,Cancelled -Non-Payment,4/2/2010,9/12/2012,11/2/2018,"Cancelled, nonpayment of dues",A+,8,37
90064677,Mother of Clothes,Oklahoma City,OK,73134,(918) 314-3690,Maternity Clothes,$503.00 ,IP,Suspended,12/16/2016,1/7/2019,4/1/2019,Suspended,NR,114,116
9005715,Motley R.V. Repair,Oklahoma City,OK,73127,(405) 789-4848,RV Repair,$450.00 ,,Cancelled -Non-Payment,9/1/1983,8/10/2017,10/2/2018,"Cancelled, nonpayment of dues",A+,62,214
90022841,Movement Innovations Dance Studio,Oklahoma City,OK,73118,(405) 942-6833,Dance Company,$489.00 ,,Not Accredited,1/1/2006,5/23/2011,9/9/2014,"Cancelled, nonpayment of dues",A+,7,15
90038935,Moving Experts LLC,Oklahoma City,OK,73108,(405) 430-4014,Packing Service,$474.00 ,PP,Cancelled -Non-Payment,7/22/2014,3/31/2017,3/8/2018,"Cancelled, nonpayment of dues",NR,97,432
90016089,"Moyer Equipment Sales & Rental, Inc.",Idabel,OK,74745,(580) 286-5644,Construction Equipment,$601.00 ,,Not Accredited,1/1/2001,9/29/2009,4/17/2012,"Cancelled, nonpayment of dues",A+,18,29
10001804,"MR Roof, Inc.",Moore,OK,73170,(405) 735-8464,Roofing Contractors,$450.00 ,,Cancelled -Non-Payment,1/1/1995,3/7/2011,7/1/2016,"Cancelled, nonpayment of dues",B-,46,219
90023185,"Mr. Fixit Construction, LLC",Cromwell,OK,74837,(405) 221-2255,Construction Services,$489.00 ,,Not Accredited,1/1/2004,6/24/2011,1/2/2014,Other,NR,0,24
90007715,"Mr. Fixit Electric, Inc.",Broken Bow,OK,74728,(580) 584-5545,Electrician,$394.00 ,,Not Accredited,1/1/1996,12/5/2007,8/11/2009,"Cancelled, nonpayment of dues",A+,15,38
7002274,Mr. Handyman of West Oklahoma,Tuttle,OK,73089,(405) 381-4011,Construction Services,$434.00 ,,Not Accredited,1/1/2004,5/5/2005,12/28/2009,"Cancelled, nonpayment of dues",NR,0,18
90041060,"Mr. Paint, LLC",Oklahoma City,OK,73127,(405) 491-7335,Auto Body Repair and Painting,$454.00 ,IP,Cancelled -Non-Payment,5/31/2001,4/2/2015,4/28/2017,"Cancelled, nonpayment of dues",A+,17,85
90042978,Mr. Roofing & Contracting,Norman,OK,73069,(405) 928-4420,Roofing Contractors,$450.00 ,,Revoked for Standards Violation,9/1/2010,9/18/2015,1/17/2017,Revoked,NR,91,792
90005816,"MTF Engineering, Inc.",Yukon,OK,73099,(405) 265-2876,Engineering Consultant,$443.75 ,,Not Accredited,4/1/1999,7/17/2007,5/1/2009,"Cancelled, nonpayment of dues",NR,4,14
5006558,MTM Recognition,Oklahoma City,OK,73115,(405) 670-4545,Trophies,,,Not Accredited,1/1/1971,10/26/1994,10/26/1995,"Financial, Cash Flow",A+,31,60
90028221,"Mud Trans, LLC",Elk City,OK,73644,(580) 225-1821,Hauling Contractors,$625.00 ,,Not Accredited,1/1/1972,9/12/2012,11/2/2015,"Cancelled, nonpayment of dues",A+,11,21
90061844,Muddy Paws Grooming,Mcloud,OK,74851,(405) 964-7297,Pet Grooming,$474.00 ,PP,Resigned,6/9/2017,8/14/2018,11/13/2018,Out of Business,A,12,12
90012004,"Muirfield Homes, Inc.",Norman,OK,73072,(405) 760-4004,Home Builders,$394.00 ,,Not Accredited,1/1/1989,10/28/2008,6/8/2010,"Cancelled, nonpayment of dues",A+,22,54
90029988,"Multi-Tech, LLC",Oklahoma City,OK,73170,(405) 735-9696,Electrician,$375.00 ,,Not Accredited,1/1/2007,1/14/2013,2/26/2014,"Cancelled, nonpayment of dues",A+,19,27
90014474,Muscle Rodz & Customz,Oklahoma City,OK,73109,(405) 735-8405,Used and Rebuilt Auto Parts,$446.00 ,,Not Accredited,1/1/2006,5/22/2009,12/29/2010,"Cancelled, nonpayment of dues",A+,22,106
90014588,Mustang Construction M S P,Oklahoma City,OK,73120,(405) 605-6015,Construction Services,$510.00 ,,Not Accredited,1/1/2008,6/22/2009,6/25/2012,"Cancelled, nonpayment of dues",NR,18,48
90013371,"Mustang Construction R, LLC",Abilene,TX,79605,(405) 837-7309,Construction Services,$394.00 ,,Not Accredited,1/1/2001,2/25/2009,10/4/2010,"Cancelled, nonpayment of dues",A+,34,52
12002343,"Mustang Gas Products, LLC",Oklahoma City,OK,73114,(405) 748-9400,Oilfield Service,$657.00 ,,Not Accredited,1/1/1949,7/30/2010,9/6/2012,"Cancelled, nonpayment of dues",A+,3,21
90017389,"Mustard Seed Construction, LLC",Oklahoma City,OK,73162,(405) 314-0126,Construction Services,$474.00 ,PP,Resigned,1/1/1999,10/13/2017,8/31/2018,Out of Business,NR,96,188
90036289,"MVP Construction & Roofing, Inc",Oklahoma City,OK,73120,(405) 403-4994,Roofing Contractors,$112.50 ,,Not Accredited,1/1/2010,9/3/2014,12/15/2015,Revoked,A+,10,29
90036289,"MVP Construction & Roofing, Inc",Oklahoma City,OK,73120,(405) 403-4994,Roofing Contractors,$112.50 ,,Not Accredited,1/1/2010,9/3/2014,12/15/2015,Revoked,A+,10,29
90036289,"MVP Construction & Roofing, Inc",Oklahoma City,OK,73120,(405) 403-4994,Roofing Contractors,$112.50 ,,Not Accredited,1/1/2010,9/3/2014,12/15/2015,Revoked,A+,10,29
90031937,My Personal Trainer,Oklahoma City,OK,73159,(405) 703-8888,Personal Trainer,$458.00 ,IP,Cancelled -Non-Payment,5/1/2011,7/7/2013,11/28/2016,Suspended,A+,6,62
90049051,My Style Fashions,Edmond,OK,73013,(405) 348-1717,Retail Stores,$474.00 ,PP,Cancelled -Non-Payment,1/1/2008,9/16/2016,8/1/2017,"Cancelled, nonpayment of dues",A+,4,9
90009049,My Way Cafe,Seiling,OK,73663,(580) 922-7750,Restaurants,$468.00 ,,Not Accredited,11/22/2006,3/24/2008,12/6/2010,"Cancelled, nonpayment of dues",NR,2,2
90040076,MyChapel,Oklahoma City,OK,73132,(877) 710-1796,Family Entertainment,$474.00 ,PP,Not Accredited,1/4/2001,2/24/2015,3/27/2018,Revoked,NR,4,12
90017598,Myers & Associates,Oklahoma City,OK,73105,(405) 525-6994,Auto Body Shop Equipment,$394.00 ,,Not Accredited,8/1/1983,2/21/2010,12/7/2011,"Cancelled, nonpayment of dues",NR,2,7
90017594,"Myers & Myers, Inc.",Edmond,OK,73083,(405) 341-5861,Oil and Gas Exploration,$394.00 ,,Not Accredited,9/1/1989,2/21/2010,12/7/2011,"Cancelled, nonpayment of dues",A+,10,38
12005352,MyLeatherBag.com,Midwest City,OK,73130,(405) 741-1164,Leather Dealers,$370.50 ,,Not Accredited,1/1/1998,10/8/2001,9/15/2004,"Cancelled, nonpayment of dues",A+,8,17
90031138,"N R G Roofing & Construction, LLC",Guthrie,OK,73044,(405) 204-7549,Roofing Contractors,$450.00 ,,Revoked for Standards Violation,1/1/2006,5/7/2013,5/31/2018,Revoked,F,59,268
90002100,N Style Pools,Oklahoma City,OK,73165,(405) 793-7665,Hot Tub Dealers,$413.00 ,,Not Accredited,1/1/1999,3/29/2006,10/27/2009,"Cancelled, nonpayment of dues",NR,129,247
90024804,N-Joy Quality Built Homes,Wynnewood,OK,73098,(405) 665-9191,Home Builders,$450.00 ,,Cancelled -Non-Payment,1/1/2005,11/22/2011,1/5/2017,"Cancelled, nonpayment of dues",A+,59,174
90019083,"Nailed Tight Roofing, LLC",Oklahoma City,OK,73146,(405) 215-6316,Roofing Contractors,$394.00 ,,Not Accredited,1/1/2006,5/26/2009,5/17/2011,"Cancelled, nonpayment of dues",A+,22,37
90052438,Nance Services LLC,Cashion,OK,73016,(405) 423-8963,Handyman,$474.00 ,PP,Cancelled -Non-Payment,3/18/2015,5/31/2017,3/8/2018,"Cancelled, nonpayment of dues",NR,43,103
7000086,NAPA Distribution Center,Oklahoma City,OK,73125,(405) 235-1781,New Auto Parts,$402.52 ,,Not Accredited,1/1/1928,1/26/1945,2/15/2002,"Cancelled, nonpayment of dues",A+,35,100
90001568,"Nassaney Company, LLC",Altus,OK,73521,(580) 477-1500,Motorcycle Dealers,$745.00 ,,Not Accredited,1/1/1998,9/3/2010,11/18/2013,"Cancelled, nonpayment of dues",B-,29,66
90054610,Nate's Tree Service LLC,Stillwater,OK,74074,(405) 372-8733,Tree Service,$599.00 ,PP,Cancelled -Non-Payment,1/1/2000,11/30/2017,5/8/2018,"Cancelled, nonpayment of dues",A+,13,45
90021594,"Nathan Davis Guilford DDS, PC",Oklahoma City,OK,73122,(405) 789-6935,Dentist,$464.00 ,,Not Accredited,1/1/2005,1/26/2011,2/19/2013,"Cancelled, nonpayment of dues",NR,3,5
90011483,"Nathan's Automotive, Inc.",Noble,OK,73068,(405) 872-7471,Auto Repair,$375.00 ,,Not Accredited,11/19/2002,10/1/2008,11/18/2008,"Cancelled, nonpayment of dues",A+,13,25
90036949,National Coating of Oklahoma,Oklahoma City,OK,73129,(405) 636-5266,Commercial Roofing,$450.00 ,,Not Accredited,10/25/2007,8/8/2014,8/11/2015,"Cancelled, nonpayment of dues",A+,21,30
90042679,National Coatings & Spray Foam,Edmond,OK,73034,(405) 844-4007,Roofing Spray Foam Insulation Contractors,$39.50 ,,Not Accredited,12/5/2011,8/28/2015,2/2/2016,"Cancelled, nonpayment of dues",NR,69,147
90042679,National Coatings & Spray Foam,Edmond,OK,73034,(405) 844-4007,Roofing Spray Foam Insulation Contractors,$39.50 ,,Not Accredited,12/5/2011,8/28/2015,2/2/2016,"Cancelled, nonpayment of dues",NR,69,147
90003787,National Credit Solutions,Oklahoma City,OK,73155,(405) 619-3630,Collections Agencies,$551.00 ,,Not Accredited,5/1/2005,2/4/2009,1/27/2011,Suspended,NR,122,710
90054666,National Crematory Solutions Corporation LLC,Oklahoma City,OK,73105,(651) 788-2840,Machinery Repair,$450.00 ,,Cancelled -Non-Payment,6/8/2017,12/8/2017,2/25/2019,"Cancelled, nonpayment of dues",A,40,73
7001089,National Fund Raisers LLC,Oklahoma City,OK,73112,(405) 942-6445,Publishers Book,$310.00 ,,Not Accredited,11/8/1996,1/24/1997,12/17/1998,Ownership Change,A+,2,11
90038123,"National HealthCare Agency, LLC",Oklahoma City,OK,73109,(405) 896-6812,Insurance Consultant,$450.00 ,,Not Accredited,11/1/1990,12/5/2014,11/17/2015,Revoked,A+,69,176
4002365,"National Home Security, Inc.",Oklahoma City,OK,73120,(405) 752-7578,Auto Alarms,$350.00 ,,Not Accredited,2/1/1997,11/27/2000,11/15/2001,"Cancelled, nonpayment of dues",NR,10,26
9000020,National Marketing Service,Edmond,OK,73034,(405) 348-2968,Product Sales by Phone,$348.88 ,,Not Accredited,9/8/1988,6/13/1990,6/15/1998,Out of Business,NR,9,23
12000219,National Mortgage Association,Oklahoma City,OK,73118,(405) 752-0500,Mortgage Broker,$215.76 ,,Not Accredited,4/4/1989,7/28/1994,7/15/1996,"Cancelled, nonpayment of dues",NR,5,7
4000150,National Pawn A Car,Oklahoma City,OK,73102,(405) 232-7296,Auto Services,,,Not Accredited,1/1/1988,9/20/1990,12/31/1991,New - NSF in first 3 pmts,NR,1,7
90018718,National Reconstruction Group,Oklahoma City,OK,73134,(405) 627-6203,General Contractor,$495.00 ,,Not Accredited,9/1/2003,5/25/2010,1/27/2011,Suspended,A+,9,17
90019188,National Roof Systems,Edmond,OK,73003,(405) 562-7822,Roofing Contractors,$394.00 ,,Not Accredited,1/1/1995,1/1/2006,8/29/2011,"Cancelled, nonpayment of dues",A+,17,25
4000152,National Window Cleaning Co.,Mustang,OK,73064,(405) 942-0206,House Cleaning,$274.23 ,,Not Accredited,1/1/1972,11/2/1982,11/15/1999,"Cancelled, nonpayment of dues",NR,36,39
4000153,"Nationwide Builders, Inc.",Oklahoma City,OK,73139,(405) 692-9802,Home Builders,$276.00 ,,Not Accredited,3/12/1972,11/4/1978,10/20/2008,Out of Business,A+,19,51
4000126,"Nationwide Marketing, Inc.",Oklahoma City,OK,73106,(405) 235-7374,Mobile Auto Repair,$279.19 ,,Not Accredited,1/1/1993,12/7/1993,2/15/2003,Out of Business,A+,8,14
12003681,Nationwide Mortgage Company of America,Oklahoma City,OK,73135,(405) 677-5270,Mortgage Broker,$500.00 ,,Not Accredited,12/1/1995,8/22/2003,8/15/2004,"Cancelled, nonpayment of dues",NR,2,6
90012367,"Nationwide Satellite, Inc.",Norman,OK,73072,(405) 292-0108,Disability Telecommunications Equipment,$444.00 ,,Not Accredited,1/1/2003,11/26/2008,8/3/2010,"Cancelled, nonpayment of dues",A+,21,99
13004822,Nationwide Tree Service,Chickasha,OK,73018,(405) 313-4523,Tree Service,$394.00 ,,Not Accredited,1/1/1993,6/10/2008,10/23/2009,Suspended,NR,11,37
90019085,"Native Construction & Roofing, Inc",Oklahoma City,OK,73112,(405) 312-6950,Roofing Contractors,$414.00 ,,Not Accredited,9/1/2001,6/18/2010,6/4/2012,"Cancelled, nonpayment of dues",A+,37,89
90052382,Native Flooring and Carpet Cleaning,Warr Acres,OK,73122,(405) 243-2313,Flooring Contractors,$474.00 ,PP,Cancelled -Non-Payment,1/1/2002,11/10/2017,8/15/2018,"Cancelled, nonpayment of dues",A+,33,65
6000050,Native Mechanical,Oklahoma City,OK,73129,(405) 670-1339,Air Conditioning Contractor,$205.00 ,,Not Accredited,8/1/1995,6/28/1996,9/15/1997,"Cancelled, nonpayment of dues",A+,17,44
90007818,"Nature Scape, LLC",Lawton,OK,73506,(580) 536-2411,Plant Nursery,$420.00 ,,Not Accredited,1/1/1995,12/17/2007,8/11/2009,"Cancelled, nonpayment of dues",A+,10,16
90063409,Nature's Blossom Birth LLC,Oklahoma City,OK,73127,(405) 627-1404,Midwives,$474.00 ,PP,Cancelled -Non-Payment,7/20/2015,11/12/2018,11/14/2018,"Cancelled, nonpayment of dues",A+,3,3
9005553,"Needham Re-Roofing, Inc.",Oklahoma City,OK,73127,(405) 949-9393,Roofing Contractors,$394.00 ,,Not Accredited,1/1/1969,7/26/1996,9/1/2010,Suspended,A+,9,24
9000676,Neighborhood Periodical Club (former),Oklahoma City,OK,73112,(405) 947-0726,Product Sales by Phone,$408.23 ,,Not Accredited,1/1/1949,4/27/1949,12/17/1998,Other,NR,14,27
5006500,Nelco Manufacturing Corp.,Oklahoma City,OK,73121,(405) 478-3440,Producers,$314.99 ,,Not Accredited,1/1/1973,9/28/1994,9/15/1996,"Cancelled, nonpayment of dues",A+,34,67
90025748,Nelson Family Dentistry,Kingston,OK,73439,(580) 564-9994,Dentist,$394.00 ,,Not Accredited,1/1/1996,2/9/2012,11/19/2013,No Benefit/Value,NR,3,11
90054076,Nelson Monument Company Formerly Warren Monument Company,Guthrie,OK,73044,(405) 282-3220,Monuments,$474.00 ,PP,Resigned,3/5/2011,8/31/2017,3/21/2019,Resignation,A+,30,45
90017694,"Nemecek Interior Construction Co., Inc.",Edmond,OK,73013,(405) 844-2116,Drywall Contractors,$579.00 ,,Not Accredited,9/1/1979,3/1/2010,3/7/2011,"Cancelled, nonpayment of dues",A+,36,70
90016091,"Netcomm Global, LLC",Bethany,OK,73008,(405) 440-2720,Network Computer,$444.00 ,,Not Accredited,6/15/2008,9/29/2009,8/24/2010,"Cancelled, nonpayment of dues",A+,7,11
90021513,NetworkEquipment.net,Oklahoma City,OK,73106,(405) 512-5926,Network Computer,$575.00 ,,Cancelled -Non-Payment,9/15/2001,1/14/2011,2/27/2017,"Cancelled, nonpayment of dues",A+,27,121
90023661,Never Scared,Anadarko,OK,73005,(405) 933-1029,Towing Company,$414.00 ,,Not Accredited,1/1/2008,8/2/2011,11/19/2013,No Benefit/Value,A+,56,335
90014481,New Age Construction and Development,Oklahoma City,OK,73140,(405) 996-9166,Construction Services,,,Not Accredited,1/1/2007,5/26/2009,6/1/2009,"Cancelled, nonpayment of dues",A+,10,28
90012524,New Beginning Remodeling,Yukon,OK,73099,(405) 324-4041,Construction Services,$454.00 ,IP,Cancelled -Non-Payment,1/1/2003,5/5/2014,1/18/2017,"Cancelled, nonpayment of dues",F,5,60
90031233,New Century Blinds,Oklahoma City,OK,73112,(405) 946-0270,Blinds,$375.00 ,,Not Accredited,1/1/1999,5/13/2013,6/16/2015,"Cancelled, nonpayment of dues",A+,5,9
90001426,New Century Mortgage Corporation,Oklahoma City,OK,73118,(405) 848-2209,Mortgage Broker,$210.85 ,,Not Accredited,1/1/1995,10/1/2005,11/13/2008,"Cancelled, nonpayment of dues",NR,2,7
90031238,"New Heights Solutions, LLC",Norman,OK,73070,(405) 819-4476,Roofing Contractors,$375.00 ,,Not Accredited,9/1/2011,5/13/2013,9/9/2014,"Cancelled, nonpayment of dues",F,38,68
90033344,New Horizon Construction Services,Oklahoma City,OK,73112,(405) 772-2661,Construction Services,$93.75 ,,Not Accredited,1/1/2006,11/26/2013,5/29/2015,Out of Business,NR,11,62
10000286,New Horizons Child Development Center,Edmond,OK,73013,(405) 348-1491,Child Care Centers,$247.00 ,,Not Accredited,1/1/1982,11/23/1992,3/2/1994,No Benefit/Value,A+,7,16
6000129,New Horizons Computer Learning Center,Oklahoma City,OK,73118,(405) 516-4000,College and University,$398.06 ,,Not Accredited,1/11/1995,5/15/1997,7/15/1999,"Cancelled, nonpayment of dues",A+,4,8
90019234,New Image Roofing LLC,Oklahoma City,OK,73105,(405) 334-7344,Roofing Contractors,$569.00 ,,Not Accredited,2/1/2005,7/14/2009,8/22/2011,"Cancelled, nonpayment of dues",A+,34,49
90022224,New Leaf Wellness,Oklahoma City,OK,73134,(405) 751-9800,Health,$495.00 ,,Not Accredited,10/4/2010,3/30/2011,1/27/2012,Other,A+,148,570
10000285,New Life Chiropractic,Moore,OK,73153,(405) 793-7744,Chiropractors D.C.,$236.50 ,,Not Accredited,1/1/1990,11/24/1992,11/15/1994,No Benefit/Value,NR,6,7
10000877,New Long-Bell Lumber & Hardware,Edmond,OK,73003,(405) 341-1238,Building Materials,$450.00 ,,Resigned,1/1/1989,5/19/1995,5/23/2016,Out of Business,A+,7,101
13003432,New Look Home Improvements,Oklahoma City,OK,73120,(405) 823-6254,Construction Services,$450.00 ,,Not Accredited,11/23/2009,3/17/2017,3/27/2018,Revoked,F,19,85
90041074,New Roofing and Construction L.L.C.,Clinton,OK,73601,(580) 309-4323,Roofing Contractors,$495.00 ,,Cancelled -Non-Payment,5/22/2009,4/2/2015,4/1/2019,"Cancelled, nonpayment of dues",A+,41,123
90050922,New Standard Heat & Air,Oklahoma City,OK,73107,(405) 942-2665,Heating and Air Conditioning,$474.00 ,PP,Cancelled -Non-Payment,1/1/2015,3/21/2017,10/16/2018,"Cancelled, nonpayment of dues",NR,47,114
